evidence_id,country,relation_type,reporter_name,counterparty_name,counterparty_country,confidence,source_system,document_id,document_title,excerpt,page_reference,filing_year,amount_text,percentage_text,parser_method,named_counterparty,download_url,local_path
au-pilbara-minerals-statement-2-ev-91246b92ed,AU,undisclosed_supplier,Pilbara Minerals,Undisclosed Supplier · Pilbara Minerals · au-pilbara-minerals-statement-2,,low,Modern Slavery Statements Register,au-pilbara-minerals-statement-2,Statement #2025-670," Contents From our Executive Committee 1 Progress and impact evaluation 2 1. Our structure, business and value chains 4 2. Identifying, assessing and addressing risks 9 Risks in our operations 10 Risks in our value chains 12 3. Remediation 21 4. Training 23 5. Assessing effectiveness 24 6. Collaboration 25 7. Consultation across our business 26 Appendix 1: Performance 28 Appendix 2: Governance documents 29 Appendix 3: Reporting criteria and UNGPs 30 Appendix 4: Our 2024 reporting entities 31 Abo",,2025,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/LuN0gUULw8IIMqj/pdf/,/workspace/data/raw/au/pilbara-minerals/statement-2.pdf
au-qantas-airways-statement-1-ev-91246b92ed,AU,undisclosed_supplier,Qantas Airways,Undisclosed Supplier · Qantas Airways · au-qantas-airways-statement-1,,low,Modern Slavery Statements Register,au-qantas-airways-statement-1,Statement #2025-3464,"Modern Slavery and Human Trafficking Statement 2025 For more than 100 years, Qantas has safely connected people and places. With this legacy comes significant responsibility, and respecting human rights — including our commitment to combat modern slavery — is core to our values. As a global carrier, we recognise that our operations and extended supply chains both here in Australia and overseas, intersect with industries and geographies where risks to people may be elevated. In FY25, we took step",,2025,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/PMYeD9bbvSwqhi8/pdf/,/workspace/data/raw/au/qantas-airways/statement-1.pdf
au-qantas-airways-statement-2-ev-91246b92ed,AU,undisclosed_supplier,Qantas Airways,Undisclosed Supplier · Qantas Airways · au-qantas-airways-statement-2,,low,Modern Slavery Statements Register,au-qantas-airways-statement-2,Statement #2024-3060,"Modern Slavery and Human Trafficking Statement 2024 About this Statement This Modern Slavery Statement ( Statement), is made under the Australian Modern Slavery Act 2018 (Cth) ( MSA), s54(1) of the United Kingdom (UK) Modern Slavery Act 20 15 (UK MSA) and the Canadian Fighting Against Forced Labour and Child Labour in Supply Chains Act (Supply Chains Act ). It sets out the actions taken by the Qantas Group to assess and address modern slavery risks 1 in our operations and supply chains during th",,2024,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/l7hxefeutZm217y/pdf/,/workspace/data/raw/au/qantas-airways/statement-2.pdf
cn-foxconn-industrial-internet-2023-ev-ecb6a4b2ff,CN,customer,Foxconn Industrial Internet,服务器工厂,,high,CNINFO,cn-foxconn-industrial-internet-2023,富士康工业互联网股份有限公司2023年年度报告（修订后）,2023 年 12 月，公司 AI 服务器工厂被评为全球首座 AI 服务器灯塔工厂，推动自动化、数字化、,,2023,,,cn_table_named_line,True,https://static.cninfo.com.cn/finalpage/2024-03-28/1219424472.PDF,/workspace/data/raw/cn/foxconn-industrial-internet/2023-annual-report.pdf
cn-byd-2024-ev-aa54fe0fad,CN,undisclosed_customer,BYD,Undisclosed Customer · BYD · cn-byd-2024 · #1,,medium,CNINFO,cn-byd-2024,2024年年度报告,"1 客户一 98,561,168,000.00 12.68%",,2024,,12.68%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2025-03-25/1222881496.PDF,/workspace/data/raw/cn/byd/2024-annual-report.pdf
cn-byd-2024-ev-6a2a82be81,CN,undisclosed_customer,BYD,Undisclosed Customer · BYD · cn-byd-2024 · #2,,medium,CNINFO,cn-byd-2024,2024年年度报告,"2 客户二 16,103,064,000.00 2.08%",,2024,,2.08%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2025-03-25/1222881496.PDF,/workspace/data/raw/cn/byd/2024-annual-report.pdf
cn-byd-2024-ev-cf0efdb359,CN,undisclosed_customer,BYD,Undisclosed Customer · BYD · cn-byd-2024 · #3,,medium,CNINFO,cn-byd-2024,2024年年度报告,"3 客户三 10,636,511,000.00 1.37%",,2024,,1.37%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2025-03-25/1222881496.PDF,/workspace/data/raw/cn/byd/2024-annual-report.pdf
cn-byd-2024-ev-89201daefe,CN,undisclosed_customer,BYD,Undisclosed Customer · BYD · cn-byd-2024 · #4,,medium,CNINFO,cn-byd-2024,2024年年度报告,"4 客户四 9,270,269,000.00 1.19%",,2024,,1.19%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2025-03-25/1222881496.PDF,/workspace/data/raw/cn/byd/2024-annual-report.pdf
cn-byd-2024-ev-508ed25637,CN,undisclosed_customer,BYD,Undisclosed Customer · BYD · cn-byd-2024 · #5,,medium,CNINFO,cn-byd-2024,2024年年度报告,"5 客户五 8,042,541,000.00 1.03%",,2024,,1.03%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2025-03-25/1222881496.PDF,/workspace/data/raw/cn/byd/2024-annual-report.pdf
cn-byd-2024-ev-2315df91e3,CN,undisclosed_supplier,BYD,Undisclosed Supplier · BYD · cn-byd-2024 · #1,,medium,CNINFO,cn-byd-2024,2024年年度报告,"1 供应商一 55,920,494,000.00 9.87%",,2024,,9.87%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2025-03-25/1222881496.PDF,/workspace/data/raw/cn/byd/2024-annual-report.pdf
cn-byd-2024-ev-f1d9c63c2e,CN,undisclosed_supplier,BYD,Undisclosed Supplier · BYD · cn-byd-2024 · #2,,medium,CNINFO,cn-byd-2024,2024年年度报告,"2 供应商二 11,668,463,000.00 2.06%",,2024,,2.06%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2025-03-25/1222881496.PDF,/workspace/data/raw/cn/byd/2024-annual-report.pdf
cn-byd-2024-ev-9476ff5e31,CN,undisclosed_supplier,BYD,Undisclosed Supplier · BYD · cn-byd-2024 · #3,,medium,CNINFO,cn-byd-2024,2024年年度报告,"3 供应商三 9,947,263,000.00 1.76%",,2024,,1.76%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2025-03-25/1222881496.PDF,/workspace/data/raw/cn/byd/2024-annual-report.pdf
cn-byd-2024-ev-9a32e08e89,CN,undisclosed_supplier,BYD,Undisclosed Supplier · BYD · cn-byd-2024 · #4,,medium,CNINFO,cn-byd-2024,2024年年度报告,"4 供应商四 9,365,874,000.00 1.65%",,2024,,1.65%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2025-03-25/1222881496.PDF,/workspace/data/raw/cn/byd/2024-annual-report.pdf
cn-byd-2024-ev-39926e55a4,CN,undisclosed_supplier,BYD,Undisclosed Supplier · BYD · cn-byd-2024 · #5,,medium,CNINFO,cn-byd-2024,2024年年度报告,"5 供应商五 8,914,716,000.00 1.57%",,2024,,1.57%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2025-03-25/1222881496.PDF,/workspace/data/raw/cn/byd/2024-annual-report.pdf
cn-byd-2023-ev-7a2b540c1b,CN,undisclosed_customer,BYD,Undisclosed Customer · BYD · cn-byd-2023 · #1,,medium,CNINFO,cn-byd-2023,2023年年度报告,"1 客户一 63,387,758,000.00 10.52%",,2023,,10.52%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2024-03-27/1219412018.PDF,/workspace/data/raw/cn/byd/2023-annual-report.pdf
cn-byd-2023-ev-e709a2ed44,CN,undisclosed_customer,BYD,Undisclosed Customer · BYD · cn-byd-2023 · #2,,medium,CNINFO,cn-byd-2023,2023年年度报告,"2 客户二 12,389,040,000.00 2.06%",,2023,,2.06%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2024-03-27/1219412018.PDF,/workspace/data/raw/cn/byd/2023-annual-report.pdf
cn-byd-2023-ev-40689ad3ef,CN,undisclosed_customer,BYD,Undisclosed Customer · BYD · cn-byd-2023 · #3,,medium,CNINFO,cn-byd-2023,2023年年度报告,"3 客户三 10,419,606,000.00 1.73%",,2023,,1.73%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2024-03-27/1219412018.PDF,/workspace/data/raw/cn/byd/2023-annual-report.pdf
cn-byd-2023-ev-42d36cdfd0,CN,undisclosed_customer,BYD,Undisclosed Customer · BYD · cn-byd-2023 · #4,,medium,CNINFO,cn-byd-2023,2023年年度报告,"4 客户四 10,186,878,000.00 1.69%",,2023,,1.69%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2024-03-27/1219412018.PDF,/workspace/data/raw/cn/byd/2023-annual-report.pdf
cn-byd-2023-ev-2ff5d0aa5a,CN,undisclosed_customer,BYD,Undisclosed Customer · BYD · cn-byd-2023 · #5,,medium,CNINFO,cn-byd-2023,2023年年度报告,"5 客户五 8,099,604,000.00 1.34%",,2023,,1.34%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2024-03-27/1219412018.PDF,/workspace/data/raw/cn/byd/2023-annual-report.pdf
cn-byd-2023-ev-e74ab2bd1c,CN,undisclosed_supplier,BYD,Undisclosed Supplier · BYD · cn-byd-2023 · #1,,medium,CNINFO,cn-byd-2023,2023年年度报告,"1 供应商一 42,481,513,000.00 9.72%",,2023,,9.72%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2024-03-27/1219412018.PDF,/workspace/data/raw/cn/byd/2023-annual-report.pdf
cn-byd-2023-ev-85c0baf5ec,CN,undisclosed_supplier,BYD,Undisclosed Supplier · BYD · cn-byd-2023 · #2,,medium,CNINFO,cn-byd-2023,2023年年度报告,"2 供应商二 16,962,194,000.00 3.88%",,2023,,3.88%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2024-03-27/1219412018.PDF,/workspace/data/raw/cn/byd/2023-annual-report.pdf
cn-byd-2023-ev-9d1f052032,CN,undisclosed_supplier,BYD,Undisclosed Supplier · BYD · cn-byd-2023 · #3,,medium,CNINFO,cn-byd-2023,2023年年度报告,"3 供应商三 10,184,880,000.00 2.33%",,2023,,2.33%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2024-03-27/1219412018.PDF,/workspace/data/raw/cn/byd/2023-annual-report.pdf
cn-byd-2023-ev-6f4e8ed774,CN,undisclosed_supplier,BYD,Undisclosed Supplier · BYD · cn-byd-2023 · #4,,medium,CNINFO,cn-byd-2023,2023年年度报告,"4 供应商四 9,433,177,000.00 2.16%",,2023,,2.16%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2024-03-27/1219412018.PDF,/workspace/data/raw/cn/byd/2023-annual-report.pdf
cn-byd-2023-ev-b0392f8100,CN,undisclosed_supplier,BYD,Undisclosed Supplier · BYD · cn-byd-2023 · #5,,medium,CNINFO,cn-byd-2023,2023年年度报告,"5 供应商五 9,070,028,000.00 2.08%",,2023,,2.08%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2024-03-27/1219412018.PDF,/workspace/data/raw/cn/byd/2023-annual-report.pdf
cn-byd-2022-ev-66199d941f,CN,undisclosed_customer,BYD,Undisclosed Customer · BYD · cn-byd-2022 · #1,,medium,CNINFO,cn-byd-2022,2022年年度报告,"1 客户一 47,760,432,000.00 11.26%",,2022,,11.26%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2023-03-29/1216246589.PDF,/workspace/data/raw/cn/byd/2022-annual-report.pdf
cn-byd-2022-ev-7408f68729,CN,undisclosed_customer,BYD,Undisclosed Customer · BYD · cn-byd-2022 · #2,,medium,CNINFO,cn-byd-2022,2022年年度报告,"2 客户二 11,555,385,000.00 2.72%",,2022,,2.72%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2023-03-29/1216246589.PDF,/workspace/data/raw/cn/byd/2022-annual-report.pdf
cn-byd-2022-ev-92168e9874,CN,undisclosed_customer,BYD,Undisclosed Customer · BYD · cn-byd-2022 · #3,,medium,CNINFO,cn-byd-2022,2022年年度报告,"3 客户三 9,091,344,000.00 2.14%",,2022,,2.14%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2023-03-29/1216246589.PDF,/workspace/data/raw/cn/byd/2022-annual-report.pdf
cn-byd-2022-ev-773d3918f6,CN,undisclosed_customer,BYD,Undisclosed Customer · BYD · cn-byd-2022 · #4,,medium,CNINFO,cn-byd-2022,2022年年度报告,"4 客户四 6,203,014,000.00 1.46%",,2022,,1.46%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2023-03-29/1216246589.PDF,/workspace/data/raw/cn/byd/2022-annual-report.pdf
cn-byd-2022-ev-09253a9e71,CN,undisclosed_customer,BYD,Undisclosed Customer · BYD · cn-byd-2022 · #5,,medium,CNINFO,cn-byd-2022,2022年年度报告,"5 客户五 5,414,840,000.00 1.28%",,2022,,1.28%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2023-03-29/1216246589.PDF,/workspace/data/raw/cn/byd/2022-annual-report.pdf
cn-byd-2022-ev-f5290008c2,CN,undisclosed_supplier,BYD,Undisclosed Supplier · BYD · cn-byd-2022 · #1,,medium,CNINFO,cn-byd-2022,2022年年度报告,"1 供应商一 38,737,012,000.00 10.44%",,2022,,10.44%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2023-03-29/1216246589.PDF,/workspace/data/raw/cn/byd/2022-annual-report.pdf
cn-byd-2022-ev-7e9bdfb91b,CN,undisclosed_supplier,BYD,Undisclosed Supplier · BYD · cn-byd-2022 · #2,,medium,CNINFO,cn-byd-2022,2022年年度报告,"2 供应商二 18,311,108,000.00 4.94%",,2022,,4.94%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2023-03-29/1216246589.PDF,/workspace/data/raw/cn/byd/2022-annual-report.pdf
cn-byd-2022-ev-af83698572,CN,undisclosed_supplier,BYD,Undisclosed Supplier · BYD · cn-byd-2022 · #3,,medium,CNINFO,cn-byd-2022,2022年年度报告,"3 供应商三 8,632,386,000.00 2.33%",,2022,,2.33%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2023-03-29/1216246589.PDF,/workspace/data/raw/cn/byd/2022-annual-report.pdf
cn-byd-2022-ev-99e710b7ab,CN,undisclosed_supplier,BYD,Undisclosed Supplier · BYD · cn-byd-2022 · #4,,medium,CNINFO,cn-byd-2022,2022年年度报告,"4 供应商四 8,477,222,000.00 2.28%",,2022,,2.28%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2023-03-29/1216246589.PDF,/workspace/data/raw/cn/byd/2022-annual-report.pdf
cn-byd-2022-ev-e0752be710,CN,undisclosed_supplier,BYD,Undisclosed Supplier · BYD · cn-byd-2022 · #5,,medium,CNINFO,cn-byd-2022,2022年年度报告,"5 供应商五 7,758,546,000.00 2.09%",,2022,,2.09%,cn_table_masked_line,False,https://static.cninfo.com.cn/finalpage/2023-03-29/1216246589.PDF,/workspace/data/raw/cn/byd/2022-annual-report.pdf
cn-china-yangtze-power-2024-ev-537374125a,CN,customer,China Yangtze Power,国家电网有限公司,,high,CNINFO,cn-china-yangtze-power-2024,长江电力2024年年度报告,"1 国家电网有限公司 5,304,723 63.90%",,2024,,63.90%,cn_table_named_line,True,https://static.cninfo.com.cn/finalpage/2025-04-30/1223421172.PDF,/workspace/data/raw/cn/china-yangtze-power/2024-annual-report.pdf
cn-china-yangtze-power-2024-ev-f81935162e,CN,customer,China Yangtze Power,中国南方电网有限责任公司超高压输电公司,,high,CNINFO,cn-china-yangtze-power-2024,长江电力2024年年度报告,"2 中国南方电网有限责任公司超高压输电公司 1,080,868 13.02%",,2024,,13.02%,cn_table_named_line,True,https://static.cninfo.com.cn/finalpage/2025-04-30/1223421172.PDF,/workspace/data/raw/cn/china-yangtze-power/2024-annual-report.pdf
cn-china-yangtze-power-2024-ev-4f226e3697,CN,customer,China Yangtze Power,广东电网有限责任公司,,high,CNINFO,cn-china-yangtze-power-2024,长江电力2024年年度报告,"3 广东电网有限责任公司 631,256 7.61%",,2024,,7.61%,cn_table_named_line,True,https://static.cninfo.com.cn/finalpage/2025-04-30/1223421172.PDF,/workspace/data/raw/cn/china-yangtze-power/2024-annual-report.pdf
cn-china-yangtze-power-2024-ev-076e6c493d,CN,customer,China Yangtze Power,中国南方电网有限责任公司,,high,CNINFO,cn-china-yangtze-power-2024,长江电力2024年年度报告,"4 中国南方电网有限责任公司 386,174 4.65%",,2024,,4.65%,cn_table_named_line,True,https://static.cninfo.com.cn/finalpage/2025-04-30/1223421172.PDF,/workspace/data/raw/cn/china-yangtze-power/2024-annual-report.pdf
cn-china-yangtze-power-2024-ev-2004f96960,CN,customer,China Yangtze Power,国家电网有限公司,,high,CNINFO,cn-china-yangtze-power-2024,长江电力2024年年度报告,"5 国家电网有限公司华中分部 353,169 4.25%",,2024,,4.25%,cn_table_named_line,True,https://static.cninfo.com.cn/finalpage/2025-04-30/1223421172.PDF,/workspace/data/raw/cn/china-yangtze-power/2024-annual-report.pdf
cn-china-yangtze-power-2024-ev-2c74a42116,CN,supplier,China Yangtze Power,武汉联发瑞盛置业有限公司,,high,CNINFO,cn-china-yangtze-power-2024,长江电力2024年年度报告,"1 武汉联发瑞盛置业有限公司 339,691 32.52%",,2024,,32.52%,cn_table_named_line,True,https://static.cninfo.com.cn/finalpage/2025-04-30/1223421172.PDF,/workspace/data/raw/cn/china-yangtze-power/2024-annual-report.pdf
cn-china-yangtze-power-2024-ev-0600587f33,CN,supplier,China Yangtze Power,中国能源建设集团山西省电力勘测设计院有限公司,,high,CNINFO,cn-china-yangtze-power-2024,长江电力2024年年度报告,"2 中国能源建设集团山西省电力勘测设计院有限公司 34,952 3.35%",,2024,,3.35%,cn_table_named_line,True,https://static.cninfo.com.cn/finalpage/2025-04-30/1223421172.PDF,/workspace/data/raw/cn/china-yangtze-power/2024-annual-report.pdf
cn-china-yangtze-power-2024-ev-88ed9a55c7,CN,supplier,China Yangtze Power,中国电建集团华东勘测设计研究院有限公司,,high,CNINFO,cn-china-yangtze-power-2024,长江电力2024年年度报告,"3 中国电建集团华东勘测设计研究院有限公司 32,983 3.16%",,2024,,3.16%,cn_table_named_line,True,https://static.cninfo.com.cn/finalpage/2025-04-30/1223421172.PDF,/workspace/data/raw/cn/china-yangtze-power/2024-annual-report.pdf
cn-china-yangtze-power-2024-ev-b9c9d4d887,CN,supplier,China Yangtze Power,中国能源建设集团江苏省电力设计院有限公司,,high,CNINFO,cn-china-yangtze-power-2024,长江电力2024年年度报告,"4 中国能源建设集团江苏省电力设计院有限公司 26,787 2.56%",,2024,,2.56%,cn_table_named_line,True,https://static.cninfo.com.cn/finalpage/2025-04-30/1223421172.PDF,/workspace/data/raw/cn/china-yangtze-power/2024-annual-report.pdf
cn-china-yangtze-power-2023-ev-94ac79a487,CN,customer,China Yangtze Power,国家电网有限公司,,high,CNINFO,cn-china-yangtze-power-2023,长江电力2023年年度报告,"1 国家电网有限公司 4,932,799 64.54",,2023,,,cn_table_named_line,True,https://static.cninfo.com.cn/finalpage/2024-04-30/1219922588.PDF,/workspace/data/raw/cn/china-yangtze-power/2023-annual-report.pdf
cn-china-yangtze-power-2023-ev-525768c6f9,CN,customer,China Yangtze Power,中国南方电网有限责任公司,,high,CNINFO,cn-china-yangtze-power-2023,长江电力2023年年度报告,2 中国南方电网有限责任公司,,2023,,,cn_table_named_line,True,https://static.cninfo.com.cn/finalpage/2024-04-30/1219922588.PDF,/workspace/data/raw/cn/china-yangtze-power/2023-annual-report.pdf
cn-china-yangtze-power-2023-ev-00bef1cbd6,CN,customer,China Yangtze Power,广东电网有限责任公司,,high,CNINFO,cn-china-yangtze-power-2023,长江电力2023年年度报告,"3 广东电网有限责任公司 546,541 7.15",,2023,,,cn_table_named_line,True,https://static.cninfo.com.cn/finalpage/2024-04-30/1219922588.PDF,/workspace/data/raw/cn/china-yangtze-power/2023-annual-report.pdf
cn-china-yangtze-power-2023-ev-5a57116866,CN,customer,China Yangtze Power,中国南方电网有限责任公司,,high,CNINFO,cn-china-yangtze-power-2023,长江电力2023年年度报告,"4 中国南方电网有限责任公司 386,027 5.05",,2023,,,cn_table_named_line,True,https://static.cninfo.com.cn/finalpage/2024-04-30/1219922588.PDF,/workspace/data/raw/cn/china-yangtze-power/2023-annual-report.pdf
cn-china-yangtze-power-2023-ev-3dd9bd98a2,CN,customer,China Yangtze Power,国家电网有限公司,,high,CNINFO,cn-china-yangtze-power-2023,长江电力2023年年度报告,"5 国家电网有限公司华中分部 359,754 4.71",,2023,,,cn_table_named_line,True,https://static.cninfo.com.cn/finalpage/2024-04-30/1219922588.PDF,/workspace/data/raw/cn/china-yangtze-power/2023-annual-report.pdf
cn-china-yangtze-power-2023-ev-a28ba5ba37,CN,supplier,China Yangtze Power,长江三峡实业有限公司,,high,CNINFO,cn-china-yangtze-power-2023,长江电力2023年年度报告,"2 长江三峡实业有限公司 91,618 10.85",,2023,,,cn_table_named_line,True,https://static.cninfo.com.cn/finalpage/2024-04-30/1219922588.PDF,/workspace/data/raw/cn/china-yangtze-power/2023-annual-report.pdf
cn-china-yangtze-power-2023-ev-6cc682cc9b,CN,supplier,China Yangtze Power,三峡基地发展有限公司,,high,CNINFO,cn-china-yangtze-power-2023,长江电力2023年年度报告,"3 三峡基地发展有限公司 42,561 5.04",,2023,,,cn_table_named_line,True,https://static.cninfo.com.cn/finalpage/2024-04-30/1219922588.PDF,/workspace/data/raw/cn/china-yangtze-power/2023-annual-report.pdf
us-nvidia-2026-ev-eccc778823,US,supplier,NVIDIA,Taiwan Semiconductor Manufacturing Company Limited,,medium,SEC EDGAR,us-nvidia-2026,NVIDIA 10-K 2026,"utilize foundries, such as Taiwan Semiconductor Manufacturing Company Limited, or TSMC, and Samsung Electronics Co",,2026,,,sec_supplier_regex,True,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,/workspace/data/raw/us/nvidia/2026-10-k.html
us-nvidia-2026-ev-92f3023bbe,US,supplier,NVIDIA,Taiwan Semiconductor Manufacturing Company Limited,,medium,SEC EDGAR,us-nvidia-2026,NVIDIA 10-K 2026,"foundries, such as Taiwan Semiconductor Manufacturing Company Limited, or TSMC, and Samsung Electronics Co",,2026,,,sec_supplier_regex,True,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,/workspace/data/raw/us/nvidia/2026-10-k.html
us-nvidia-2025-ev-eccc778823,US,supplier,NVIDIA,Taiwan Semiconductor Manufacturing Company Limited,,medium,SEC EDGAR,us-nvidia-2025,NVIDIA 10-K 2025,"utilize foundries, such as Taiwan Semiconductor Manufacturing Company Limited, or TSMC, and Samsung Electronics Co",,2025,,,sec_supplier_regex,True,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000023/nvda-20250126.htm,/workspace/data/raw/us/nvidia/2025-10-k.html
us-nvidia-2025-ev-92f3023bbe,US,supplier,NVIDIA,Taiwan Semiconductor Manufacturing Company Limited,,medium,SEC EDGAR,us-nvidia-2025,NVIDIA 10-K 2025,"foundries, such as Taiwan Semiconductor Manufacturing Company Limited, or TSMC, and Samsung Electronics Co",,2025,,,sec_supplier_regex,True,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000023/nvda-20250126.htm,/workspace/data/raw/us/nvidia/2025-10-k.html
us-nvidia-2024-ev-eccc778823,US,supplier,NVIDIA,Taiwan Semiconductor Manufacturing Company Limited,,medium,SEC EDGAR,us-nvidia-2024,NVIDIA 10-K 2024,"utilize foundries, such as Taiwan Semiconductor Manufacturing Company Limited, or TSMC, and Samsung Electronics Co",,2024,,,sec_supplier_regex,True,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000029/nvda-20240128.htm,/workspace/data/raw/us/nvidia/2024-10-k.html
us-nvidia-2024-ev-92f3023bbe,US,supplier,NVIDIA,Taiwan Semiconductor Manufacturing Company Limited,,medium,SEC EDGAR,us-nvidia-2024,NVIDIA 10-K 2024,"foundries, such as Taiwan Semiconductor Manufacturing Company Limited, or TSMC, and Samsung Electronics Co",,2024,,,sec_supplier_regex,True,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000029/nvda-20240128.htm,/workspace/data/raw/us/nvidia/2024-10-k.html
us-apple-2025-ev-68da4c240a,US,undisclosed_customer,Apple,Undisclosed Customer · Apple · us-apple-2025,,low,SEC EDGAR,us-apple-2025,Apple 10-K 2025,one customer that represented 10%,,2025,,,sec_undisclosed_customer_regex,False,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm,/workspace/data/raw/us/apple/2025-10-k.html
us-apple-2023-ev-68da4c240a,US,undisclosed_customer,Apple,Undisclosed Customer · Apple · us-apple-2023,,low,SEC EDGAR,us-apple-2023,Apple 10-K 2023,one customer that represented 10%,,2023,,,sec_undisclosed_customer_regex,False,https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/aapl-20230930.htm,/workspace/data/raw/us/apple/2023-10-k.html
us-broadcom-2024-ev-3baff8ce17,US,supplier,Broadcom,BMC Software Inc,,medium,SEC EDGAR,us-broadcom-2024,Broadcom 10-K 2024,"used on specific markets, such as Atlassian Corporation, Plc, BeyondTrust Corporation, BMC Software Inc",,2024,,,sec_supplier_regex,True,https://www.sec.gov/Archives/edgar/data/1730168/000173016824000139/avgo-20241103.htm,/workspace/data/raw/us/broadcom/2024-10-k.html
us-tesla-2026-ev-34e2cf896f,US,supplier,Tesla,Contemporary Amperex Technology,,medium,SEC EDGAR,us-tesla-2026,Tesla 10-K 2026,rely on suppliers such as Panasonic and Contemporary Amperex Technology Co,,2026,,,sec_supplier_regex,True,https://www.sec.gov/Archives/edgar/data/1318605/000162828026003952/tsla-20251231.htm,/workspace/data/raw/us/tesla/2026-10-k.html
us-tesla-2025-ev-34e2cf896f,US,supplier,Tesla,Contemporary Amperex Technology,,medium,SEC EDGAR,us-tesla-2025,Tesla 10-K 2025,rely on suppliers such as Panasonic and Contemporary Amperex Technology Co,,2025,,,sec_supplier_regex,True,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-20241231.htm,/workspace/data/raw/us/tesla/2025-10-k.html
us-tesla-2024-ev-34e2cf896f,US,supplier,Tesla,Contemporary Amperex Technology,,medium,SEC EDGAR,us-tesla-2024,Tesla 10-K 2024,rely on suppliers such as Panasonic and Contemporary Amperex Technology Co,,2024,,,sec_supplier_regex,True,https://www.sec.gov/Archives/edgar/data/1318605/000162828024002390/tsla-20231231.htm,/workspace/data/raw/us/tesla/2024-10-k.html
us-berkshire-hathaway-2026-ev-db435a27a0,US,undisclosed_customer,Berkshire Hathaway,Undisclosed Customer · Berkshire Hathaway · us-berkshire-hathaway-2026,,low,SEC EDGAR,us-berkshire-hathaway-2026,Berkshire Hathaway 10-K 2026,"largest customers also may be suppliers, although no single customer represented more than 10%",,2026,,,sec_undisclosed_customer_regex,False,https://www.sec.gov/Archives/edgar/data/1067983/000119312526083899/brka-20251231.htm,/workspace/data/raw/us/berkshire-hathaway/2026-10-k.html
us-berkshire-hathaway-2025-ev-db435a27a0,US,undisclosed_customer,Berkshire Hathaway,Undisclosed Customer · Berkshire Hathaway · us-berkshire-hathaway-2025,,low,SEC EDGAR,us-berkshire-hathaway-2025,Berkshire Hathaway 10-K 2025,"largest customers also may be suppliers, although no single customer represented more than 10%",,2025,,,sec_undisclosed_customer_regex,False,https://www.sec.gov/Archives/edgar/data/1067983/000095017025025210/brka-20241231.htm,/workspace/data/raw/us/berkshire-hathaway/2025-10-k.html
